player,ip,h,r,er,bb,k,hr,pc_st,era
N. Lodolo,5.0,2,0,0,1,2,0,79-51,3.10
S. Barlow,0.2,2,3,3,1,1,0,16-10,4.26
B. Suter,0.1,1,0,0,0,1,0,9-7,4.59
C. Phillips,1.0,0,0,0,0,2,0,13-9,3.94
T. Santillan,1.0,1,0,0,0,0,0,15-10,2.59
E. Pagan,1.0,0,0,0,0,1,0,10-8,3.32
N. Martinez,0.1,0,1,0,0,0,0,6-5,4.65
