player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Pena,4,1,2,2,1,1,1,.306,.368,.480
Y. Alvarez,5,1,4,1,0,0,0,.252,.359,.390
M. Dubon,0,0,0,0,0,0,0,.251,.299,.373
J. Altuve,4,0,0,1,0,0,0,.270,.332,.452
C. Correa,4,1,1,0,0,0,3,.288,.349,.398
J. Sanchez,3,1,1,0,0,1,0,.247,.309,.404
Y. Diaz,4,1,1,0,0,0,1,.253,.283,.413
V. Caratini,3,0,2,0,0,0,0,.266,.320,.419
J. Melton,0,1,0,0,0,0,0,.149,.219,.179
C. Walker,0,1,0,0,0,1,0,.235,.301,.406
R. Urias,3,0,0,1,0,0,3,.269,.306,.433
T. Trammell,3,1,0,1,0,1,0,.202,.310,.343
