player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
M. Yastrzemski,2,0,0,1,0,0,1,.250,.330,.580
R. Grichuk,1,0,0,0,0,0,0,.215,.301,.308
B. Witt Jr.,3,0,0,0,0,0,1,.295,.353,.501
V. Pasquantino,4,0,0,0,0,0,2,.256,.318,.461
M. Garcia,4,0,0,0,0,0,0,.294,.358,.469
S. Perez,3,0,1,0,0,0,1,.239,.284,.439
T. Tolbert,0,1,0,0,0,0,0,.222,.275,.333
L. Maile,0,0,0,0,0,0,0,.200,.317,.314
N. Loftin,1,0,0,0,0,0,1,.197,.275,.342
A. Frazier,4,0,1,1,0,0,1,.298,.331,.421
M. Massey,3,1,2,0,0,0,0,.223,.239,.282
J. Caglianone,2,1,0,0,0,1,1,.145,.207,.276
K. Isbel,1,0,0,0,0,1,0,.265,.307,.369
