player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Pena,5,0,3,0,0,0,0,.318,.374,.486
C. Correa,3,0,0,0,0,0,1,.364,.429,.545
M. Dubon,1,0,1,0,0,0,0,.265,.310,.396
J. Altuve,2,0,0,0,0,1,0,.285,.349,.472
C. McCormick,1,0,0,0,0,0,1,.235,.290,.329
J. Sanchez,4,0,0,0,0,0,1,.220,.273,.341
C. Walker,3,0,0,0,0,0,2,.237,.302,.399
V. Caratini,1,0,0,0,0,0,1,.266,.320,.420
Y. Diaz,4,1,2,0,0,0,0,.251,.279,.414
T. Trammell,3,0,1,0,0,1,2,.227,.330,.386
R. Urias,4,0,1,0,0,0,1,.318,.375,.545
J. Melton,4,0,1,0,0,0,1,.211,.268,.263
