player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
M. Tauchman,5,0,2,2,0,0,1,.275,.362,.414
T. Elko,0,0,0,0,0,0,0,.136,.197,.333
L. Sosa,5,0,0,0,0,0,0,.266,.295,.432
K. Teel,3,0,1,0,0,2,0,.289,.383,.406
E. Quero,5,0,1,0,0,0,1,.281,.346,.377
C. Montgomery,5,1,2,1,1,0,1,.229,.284,.553
C. Mead,4,1,3,0,0,0,0,.286,.333,.329
M. Taylor,0,0,0,0,0,0,0,.204,.266,.380
A. Benintendi,3,0,0,0,0,1,1,.238,.301,.407
C. Meidroth,4,1,1,2,1,0,0,.253,.332,.325
B. Ramos,0,1,0,0,0,0,0,.000,.000,.000
B. Baldwin,4,2,2,1,0,0,1,.238,.285,.395
