player,ip,h,r,er,bb,k,hr,pc_st,era
M. Parker,7.2,4,2,2,2,2,1,96-62,5.69
P.J. Poulin,0.1,1,0,0,0,1,0,10-6,1.53
C. Henry,0.2,2,3,2,0,1,0,18-13,4.03
J. Ferrer,0.1,1,0,0,0,0,0,13-7,3.89
