player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
C. Simpson,3,0,0,0,0,0,0,.288,.321,.337
Y. Diaz,4,0,1,1,0,0,0,.293,.351,.473
B. Lowe,4,0,1,0,0,0,1,.262,.315,.487
J. Caminero,4,0,0,0,0,0,2,.261,.302,.537
J. Lowe,3,1,1,1,1,1,1,.243,.309,.404
J. Mangum,3,0,1,0,0,0,0,.296,.331,.368
R. Palacios,2,0,0,0,0,0,0,.267,.313,.333
C. Morel,0,0,0,0,0,1,0,.227,.292,.409
B. Seymour,0,0,0,0,0,0,0,.200,.238,.300
H. Feduccia,2,0,0,0,0,0,1,.127,.254,.182
N. Fortes,0,0,0,0,0,1,0,.143,.276,.265
T. Gray,2,1,2,0,0,0,0,.237,.268,.447
C. Williams,1,0,0,0,0,0,1,.200,.256,.325
