player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Profar,4,2,1,0,0,1,1,.261,.365,.469
M. Olson,4,1,1,0,0,1,1,.264,.361,.443
R. Acuna Jr.,4,1,2,1,0,1,1,.303,.420,.542
M. Harris,4,0,0,0,0,1,0,.249,.272,.412
M. Ozuna,4,0,1,1,0,0,2,.229,.360,.409
E. White,1,2,1,2,0,0,0,.235,.271,.385
O. Albies,5,2,3,4,2,0,0,.231,.300,.344
N. Alvarez Jr.,4,1,0,0,0,1,2,.245,.333,.327
S. Murphy,3,0,0,0,0,0,1,.207,.311,.424
V. Brujan,1,1,1,1,0,0,0,.353,.500,.412
N. Allen,2,0,0,0,0,0,0,.220,.285,.249
D. Baldwin,2,1,1,2,0,0,0,.279,.344,.458
