player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
N. Kurtz,4,1,1,0,0,0,1,.304,.401,.631
B. Rooker,4,0,1,0,0,0,0,.268,.340,.490
C. Thomas,3,0,0,1,0,0,0,.227,.276,.443
T. Soderstrom,3,1,2,1,1,1,0,.276,.348,.476
J. Wilson,4,0,0,0,0,0,0,.315,.357,.447
Z. Gelof,2,0,0,0,0,1,1,.183,.224,.310
J. Bleday,1,0,0,0,0,0,0,.220,.307,.426
L. Butler,4,0,1,0,0,0,2,.235,.308,.410
B. Harris,2,0,0,0,0,0,0,.233,.306,.279
C. Cortes,1,0,0,0,0,0,0,.313,.328,.484
D. Hernaiz,0,0,0,0,0,0,0,.248,.324,.350
W. MacIver,3,1,1,1,1,0,0,.200,.264,.375
