player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Buxton,3,0,1,0,0,0,1,.270,.331,.529
J. Outman,1,0,0,0,0,0,1,.182,.250,.364
T. Larnach,4,0,1,0,0,0,0,.242,.316,.408
B. Lee,2,0,0,0,0,1,0,.249,.298,.390
R. Fitzgerald,1,0,0,0,0,0,0,.188,.235,.375
L. Keaschall,3,0,1,0,0,1,1,.337,.427,.494
K. Clemens,4,0,0,0,0,0,2,.214,.281,.448
R. Jeffers,3,0,1,0,0,0,1,.261,.351,.401
M. Gasper,1,0,0,0,0,0,0,.115,.250,.131
R. Lewis,3,0,0,0,0,1,2,.230,.292,.383
E. Julien,4,0,1,0,0,0,1,.200,.276,.315
A. Martin,3,0,0,0,0,1,1,.228,.290,.333
