player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Profar,4,0,2,0,0,0,1,.250,.270,.417
M. Olson,4,0,0,0,0,0,3,.267,.368,.489
A. Riley,3,0,0,0,0,1,1,.273,.324,.433
S. Murphy,4,1,2,1,1,0,1,.230,.315,.489
O. Albies,4,0,1,0,0,0,1,.222,.293,.313
D. Baldwin,3,0,0,0,0,1,1,.274,.352,.474
E. White,2,0,0,0,0,0,1,.240,.281,.366
M. Harris,2,0,0,0,0,0,0,.210,.235,.317
S. Fairchild,3,0,2,0,0,0,0,.229,.275,.354
L. Williams,0,0,0,0,0,0,0,.133,.188,.200
N. Allen,2,0,0,0,0,0,1,.238,.312,.273
R. Acuna Jr.,1,0,0,0,0,0,0,.331,.450,.561
