player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
M. Yastrzemski,1,2,0,0,0,2,0,.188,.300,.469
N. Loftin,1,0,0,0,0,0,0,.202,.266,.349
B. Witt Jr.,3,2,2,2,0,0,0,.288,.346,.494
V. Pasquantino,5,1,2,4,1,0,0,.260,.321,.450
M. Garcia,4,0,1,0,0,1,1,.302,.365,.469
S. Perez,5,0,0,0,0,0,1,.243,.288,.445
A. Frazier,4,0,2,1,0,1,0,.323,.352,.415
J. India,5,0,2,0,0,0,1,.238,.323,.349
J. Rave,2,1,1,0,0,0,1,.205,.304,.325
R. Grichuk,3,0,1,0,0,0,2,.216,.293,.351
K. Isbel,2,0,1,0,0,2,0,.265,.303,.384
T. Tolbert,1,1,0,0,0,0,0,.233,.258,.333
