player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Haggerty,3,0,1,1,0,1,2,.260,.337,.384
C. Seager,3,0,2,0,0,2,1,.261,.367,.465
M. Semien,3,0,1,1,0,1,0,.227,.303,.358
A. García,5,0,0,0,0,0,2,.225,.269,.392
W. Langford,2,0,0,0,0,2,0,.240,.326,.413
J. Jung,3,0,0,0,0,0,1,.250,.299,.392
J. Pederson,0,0,0,0,0,1,0,.144,.282,.260
A. Osuna,0,0,0,0,0,0,0,.158,.290,.211
K. Higashioka,4,0,1,0,0,0,1,.263,.309,.420
J. Smith,4,0,0,0,0,0,1,.266,.342,.402
E. Duran,3,2,3,0,0,0,0,.198,.257,.271
R. Tellez,1,0,0,0,0,0,1,.290,.324,.484
