player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
R. Acuna Jr.,4,0,3,1,0,0,0,.333,.425,.603
A. Riley,4,0,0,0,0,0,3,.280,.332,.450
M. Olson,4,0,1,0,0,0,1,.238,.345,.471
M. Ozuna,4,0,0,0,0,0,0,.257,.395,.423
M. Harris,4,0,0,0,0,0,2,.233,.261,.336
O. Albies,4,0,0,0,0,0,3,.232,.310,.339
S. Murphy,4,0,2,0,0,0,0,.222,.325,.459
E. White,3,0,1,0,0,0,0,.241,.281,.393
N. Allen,2,1,1,0,0,0,1,.232,.304,.268
D. Baldwin,1,0,0,0,0,0,0,.299,.350,.496
L. Williams,0,0,0,0,0,0,0,.143,.200,.214
