player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Pena,5,1,2,4,1,0,0,.307,.366,.483
C. Correa,4,1,1,0,0,1,2,.279,.332,.398
J. Altuve,5,1,2,0,0,0,0,.275,.339,.456
C. Walker,5,1,1,3,1,0,3,.234,.301,.400
Y. Diaz,4,0,1,0,0,1,2,.254,.284,.417
R. Urias,5,1,2,0,0,0,2,.318,.348,.477
M. Dubon,3,1,0,0,0,1,0,.255,.301,.386
C. Smith,3,1,0,0,0,0,0,.244,.312,.360
J. Sanchez,1,1,0,0,0,0,0,.212,.257,.303
C. McCormick,1,1,0,0,0,1,0,.220,.294,.308
V. Caratini,1,0,1,2,0,0,0,.262,.320,.410
J. Melton,0,1,0,0,0,0,0,.161,.230,.196
