player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Smith,6,1,1,0,0,0,1,.256,.333,.378
W. Langford,2,4,2,0,0,2,0,.252,.346,.439
M. Helman,1,1,1,0,0,0,0,.250,.318,.550
C. Seager,2,3,2,2,1,1,0,.271,.373,.487
E. Duran,3,1,2,2,0,0,0,.229,.278,.307
A. García,6,3,4,5,1,0,0,.234,.277,.413
J. Pederson,6,3,2,5,1,0,1,.171,.283,.326
J. Jung,6,1,3,1,0,0,0,.247,.294,.383
R. Tellez,4,1,1,0,0,0,2,.269,.342,.493
C. Freeman,1,0,1,0,0,0,0,.171,.167,.314
K. Higashioka,5,1,2,5,1,0,1,.246,.292,.419
A. Osuna,4,1,1,0,0,1,1,.149,.283,.195
