player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Triolo,4,0,1,0,0,1,1,.224,.320,.354
N. Gonzales,5,1,2,0,0,0,1,.277,.317,.383
B. Reynolds,5,1,1,0,0,0,3,.244,.304,.407
T. Pham,3,1,1,2,0,2,0,.265,.342,.393
A. McCutchen,3,0,3,1,0,1,0,.245,.338,.386
R. Simon,0,1,0,0,0,0,0,.233,.250,.267
J. Bart,1,0,0,0,0,0,0,.240,.344,.309
A. Canario,2,0,0,0,0,0,1,.206,.270,.311
S. Horwitz,2,0,1,0,0,0,0,.256,.326,.389
H. Davis,3,0,0,1,0,0,3,.172,.246,.294
L. Peguero,2,0,0,0,0,0,0,.194,.266,.375
O. Cruz,2,0,1,0,0,0,1,.203,.305,.390
I. Kiner-Falefa,4,0,0,0,0,0,1,.265,.301,.333
