player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
F. Tatis Jr.,3,0,0,0,0,1,0,.261,.365,.429
R. O'Hearn,4,0,1,0,0,0,2,.257,.347,.381
M. Machado,4,0,0,0,0,0,1,.276,.337,.458
G. Sheets,4,0,0,0,0,0,0,.267,.328,.462
R. Laureano,3,1,0,0,0,1,0,.306,.363,.560
J. Merrill,4,1,2,1,0,0,2,.261,.317,.427
J. Iglesias,1,0,0,0,0,0,0,.223,.294,.270
L. Arraez,1,0,0,0,0,0,1,.282,.318,.386
J. Cronenworth,2,0,0,1,0,0,0,.247,.368,.386
F. Fermin,2,0,0,0,0,0,1,.261,.301,.364
W. Wagner,1,0,0,0,0,0,1,.111,.200,.111
E. Diaz,0,0,0,0,0,0,0,.205,.272,.335
