player,ip,h,r,er,bb,k,hr,pc_st,era
W. Warren,5.0,5,2,2,0,4,1,67-46,4.28
F. Cruz,1.0,2,1,1,0,1,0,16-12,2.82
L. Weaver,1.0,2,1,1,1,1,0,22-13,2.72
D. Williams,0.2,1,4,4,3,2,0,34-17,5.60
C. Doval,0.1,1,0,0,0,0,0,9-6,3.39
