player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
M. Tauchman,5,0,0,0,0,1,1,.279,.369,.455
L. Sosa,4,1,0,0,0,0,2,.277,.308,.440
A. Benintendi,5,0,0,0,0,0,1,.226,.293,.420
L. Robert Jr.,4,0,3,0,0,1,1,.226,.309,.368
C. Montgomery,3,0,0,0,0,2,2,.237,.295,.526
C. Mead,4,0,2,0,0,0,0,.333,.400,.333
E. Quero,5,0,0,0,0,0,2,.271,.338,.369
J. Amaya,0,0,0,0,0,0,0,.097,.119,.113
B. Baldwin,4,1,1,1,1,0,1,.237,.284,.382
J. Rojas,0,0,0,0,0,0,0,.174,.249,.255
K. Teel,1,0,0,0,0,0,0,.255,.352,.364
M. Taylor,5,1,1,1,1,0,2,.215,.277,.407
