player,ip,h,r,er,bb,k,hr,pc_st,era
M. Fried,3.0,6,4,3,3,2,0,73-39,2.43
I. Hamilton,2.0,0,0,0,0,2,0,18-13,3.28
S. Effross,1.0,0,0,0,0,0,0,7-5,3.00
J. Loaisiga,1.0,1,1,1,0,1,1,18-15,5.01
T. Hill,1.0,0,0,0,0,0,0,4-4,2.32
J. Brubaker,1.0,1,0,0,1,0,0,15-7,6.43
