player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
R. Arozarena,4,0,2,0,0,0,2,.244,.339,.455
C. Raleigh,4,0,2,0,0,0,0,.243,.354,.579
J. Rodriguez,4,0,0,0,0,0,1,.264,.316,.459
J. Naylor,4,0,1,0,0,0,0,.256,.302,.421
E. Suarez,4,1,2,0,0,0,1,.200,.267,.429
J. Polanco,3,0,0,0,0,0,2,.250,.313,.462
L. Rivas,1,1,1,2,1,0,0,.295,.419,.361
D. Canzone,1,0,0,0,0,1,1,.281,.344,.438
M. Garver,1,0,0,0,0,0,1,.213,.306,.344
L. Raley,1,0,0,0,0,0,0,.206,.322,.329
J.P. Crawford,4,0,2,0,0,0,1,.262,.352,.357
C. Young,3,0,0,0,0,1,1,.224,.319,.327
