player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Nimmo,5,1,2,1,0,0,2,.258,.318,.473
F. Lindor,5,2,1,2,1,0,1,.260,.331,.457
J. Soto,5,1,3,1,0,0,1,.269,.399,.509
P. Alonso,4,1,2,2,1,1,1,.290,.383,.551
J. Winker,2,0,0,0,0,0,1,.232,.313,.406
M. Vientos,2,0,0,0,0,0,0,.210,.272,.341
T. Jankowski,0,0,0,0,0,0,0,.000,.000,.000
J. McNeil,4,0,0,0,0,1,1,.254,.344,.470
L. Torrens,4,0,0,0,0,1,3,.210,.285,.315
R. Mauricio,5,1,1,1,1,0,2,.244,.311,.427
B. Baty,3,1,2,0,0,1,1,.233,.285,.419
T. Taylor,0,0,0,0,0,0,0,.208,.265,.305
