player,ip,h,r,er,bb,k,hr,pc_st,era
M. Wacha,6.0,5,2,2,0,3,0,74-50,3.36
H. Harvey,1.0,0,0,0,1,2,0,23-13,0.00
L. Erceg,1.0,2,1,1,0,0,0,20-14,2.49
C. Estevez,1.0,0,0,0,0,2,0,10-9,2.59
