player,ip,h,r,er,bb,k,hr,pc_st,era
J. Cannon,7.0,5,1,1,0,2,0,86-58,4.18
D. Altavilla,1.0,0,0,0,1,1,0,13-6,1.69
T. Alexander,1.0,0,0,0,1,1,0,15-9,4.67
