player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Profar,5,1,2,0,0,0,0,.268,.372,.491
M. Olson,4,0,2,1,0,0,1,.271,.367,.460
R. Acuna Jr.,4,0,0,0,0,0,2,.293,.419,.526
O. Albies,4,0,2,0,0,0,1,.236,.303,.352
D. Baldwin,4,0,2,0,0,0,0,.278,.347,.450
S. Murphy,3,0,0,0,0,0,1,.206,.308,.422
J. Fraley,1,1,0,0,0,0,1,.429,.429,.571
M. Harris,4,0,0,0,0,0,2,.249,.271,.412
N. Alvarez Jr.,4,0,1,1,0,0,1,.237,.315,.307
N. Allen,2,0,0,0,0,0,1,.223,.286,.251
M. Ozuna,1,0,0,0,0,0,0,.227,.358,.404
V. Brujan,1,0,0,0,0,0,0,.214,.333,.250
