player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Smith,5,0,1,0,0,1,1,.284,.358,.426
C. Seager,3,2,2,1,1,1,0,.256,.359,.471
E. Duran,2,0,0,0,0,0,0,.143,.218,.214
M. Semien,3,2,0,0,0,1,1,.230,.310,.350
S. Haggerty,1,0,0,0,0,0,0,.252,.333,.374
A. García,3,2,1,0,0,2,0,.229,.275,.382
A. Osuna,0,0,0,0,0,0,0,.180,.301,.246
J. Heim,3,2,1,0,0,2,0,.227,.272,.360
M. Helman,0,0,0,0,0,0,0,.000,.333,.000
W. Langford,4,2,2,4,1,1,1,.231,.311,.425
E. Carter,4,2,1,3,0,1,1,.267,.356,.414
J. Burger,5,1,3,4,1,0,1,.232,.264,.409
K. Higashioka,5,0,1,1,0,0,1,.227,.282,.320
