player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
M. Yastrzemski,3,1,1,1,0,0,0,.234,.329,.547
R. Grichuk,2,0,0,0,0,0,0,.245,.333,.358
J. Rave,0,0,0,0,0,0,0,.199,.286,.324
B. Witt Jr.,4,1,1,1,0,1,1,.297,.355,.504
V. Pasquantino,5,1,2,2,1,0,1,.264,.324,.480
M. Garcia,4,2,2,1,1,1,0,.300,.363,.469
S. Perez,4,1,1,1,0,0,0,.247,.294,.449
A. Frazier,5,1,2,1,0,0,1,.295,.330,.421
J. India,3,1,1,0,0,2,1,.236,.328,.349
T. Tolbert,0,0,0,0,0,0,0,.258,.273,.387
K. Isbel,5,1,1,2,0,0,1,.264,.305,.374
L. Maile,3,1,1,0,0,0,0,.188,.297,.313
