player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Pena,5,1,1,0,0,0,1,.303,.361,.469
Y. Alvarez,5,0,3,0,0,0,0,.283,.379,.455
C. Correa,3,1,1,2,1,1,0,.291,.351,.433
J. Altuve,5,1,1,0,0,0,0,.263,.327,.440
J. Sanchez,3,0,0,0,0,0,2,.230,.300,.400
C. Smith,0,0,0,0,0,1,0,.240,.314,.359
V. Caratini,1,0,0,0,0,0,0,.272,.328,.421
T. Trammell,0,0,0,0,0,0,0,.208,.309,.358
C. Walker,5,0,1,0,0,0,2,.234,.297,.407
J. Meyers,4,0,1,0,0,1,0,.305,.365,.397
Y. Diaz,4,0,3,1,0,0,0,.254,.285,.413
M. Dubon,4,0,0,0,0,0,0,.251,.298,.373
