player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Wood,4,0,2,0,0,0,1,.261,.355,.480
C. Abrams,4,0,1,1,0,0,1,.267,.329,.452
R. Adams,3,0,0,0,0,1,1,.207,.270,.364
L. Garcia Jr.,4,0,0,0,0,0,0,.262,.299,.408
D. Crews,4,0,0,0,0,0,0,.193,.272,.342
A. Chaparro,3,1,1,1,1,1,0,.208,.321,.417
D. Millas,1,0,0,0,0,0,0,.306,.358,.449
C. Cavalli,0,0,0,0,0,0,0,.000,.000,.000
S. Ogasawara,1,0,0,0,0,0,1,.000,.000,.000
P.J. Poulin,0,0,0,0,0,0,0,.000,.000,.000
J. Ferrer,0,0,0,0,0,0,0,.000,.000,.000
J. Bell,1,0,1,0,0,0,0,.229,.323,.388
K. Pilkington,0,0,0,0,0,0,0,.000,.000,.000
J. Rutledge,0,0,0,0,0,0,0,.000,.000,.000
R. Hassell,1,0,0,0,0,0,0,.234,.269,.328
B. House,3,0,0,0,0,0,2,.233,.249,.311
J. Young,3,1,1,0,0,0,0,.229,.298,.278
