player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Frelick,4,0,2,0,0,1,1,.298,.356,.413
W. Contreras,5,0,0,0,0,0,2,.251,.348,.366
I. Collins,4,1,3,0,0,1,0,.292,.392,.436
C. Yelich,5,1,1,0,0,0,3,.260,.341,.444
A. Vaughn,4,1,2,2,1,0,1,.377,.444,.701
B. Lockridge,0,0,0,0,0,0,0,.286,.333,.286
B. Perkins,5,2,3,2,1,0,1,.278,.339,.556
A. Monasterio,0,0,0,0,0,0,0,.250,.311,.375
B. Turang,4,0,1,1,0,0,0,.275,.340,.384
A. Seigler,2,0,1,0,0,0,0,.194,.250,.194
C. Durbin,2,0,0,0,0,0,0,.261,.344,.366
J. Ortiz,4,0,1,0,0,0,0,.220,.274,.319
