player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Smith,3,0,0,0,0,0,2,.256,.335,.377
E. Duran,1,1,0,0,0,1,0,.219,.269,.290
W. Langford,5,1,1,1,1,0,2,.249,.343,.444
J. Pederson,3,0,0,0,0,0,2,.175,.280,.345
D. Moore,2,0,1,0,0,0,0,.500,.500,1.000
A. García,4,1,0,0,0,0,0,.235,.277,.408
A. Osuna,1,0,1,2,0,0,0,.159,.290,.205
R. Tellez,3,0,0,0,0,0,1,.238,.303,.425
J. Burger,2,1,1,1,0,0,0,.244,.277,.424
J. Jung,4,0,1,0,0,0,1,.259,.303,.404
K. Higashioka,3,1,1,0,0,1,1,.254,.300,.423
C. Freeman,3,1,2,3,1,1,0,.225,.238,.425
M. Helman,4,1,0,0,0,0,1,.235,.333,.529
