player,ip,h,r,er,bb,k,hr,pc_st,era
C. Patrick,5.0,7,5,5,3,8,2,94-61,3.25
N. Mears,1.0,0,0,0,0,1,0,14-9,2.33
E. McGee,3.0,3,1,1,1,3,0,43-31,2.25
