player,ip,h,r,er,bb,k,hr,pc_st,era
S. Alcantara,6.0,8,4,4,2,2,1,97-66,7.14
A. Bender,1.0,0,0,0,0,1,0,14-9,2.01
R. Henriquez,1.0,0,0,0,1,1,0,13-8,2.54
C. Faucher,1.0,1,1,1,0,2,1,21-13,4.21
L. Bachar,1.0,2,2,1,0,1,0,14-11,3.15
