player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Nimmo,4,1,0,0,0,1,1,.256,.321,.451
F. Lindor,4,1,1,0,0,0,0,.246,.312,.428
J. Soto,4,0,1,1,0,0,1,.248,.383,.486
P. Alonso,3,1,1,2,1,1,2,.260,.352,.498
S. Marte,3,0,0,0,0,0,1,.282,.363,.407
R. Mauricio,1,0,0,0,0,1,1,.244,.311,.439
M. Vientos,3,0,1,0,0,0,0,.235,.286,.371
B. Baty,1,0,0,0,0,0,0,.226,.283,.402
J. McNeil,3,0,1,0,0,1,0,.249,.354,.450
L. Torrens,4,0,1,0,0,0,1,.217,.286,.308
T. Taylor,3,0,0,0,0,0,0,.199,.255,.292
C. Mullins,1,0,0,0,0,0,0,.000,.000,.000
