player,ip,h,r,er,bb,k,hr,pc_st,era
D. Festa,6.0,5,4,4,1,7,1,87-59,5.48
J. Topa,1.0,2,0,0,0,1,0,16-12,3.82
K. Funderburk,1.0,1,0,0,0,0,0,13-8,6.92
