player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
X. Edwards,4,0,0,0,0,1,1,.279,.336,.350
J. Marsee,5,1,1,0,0,0,2,.315,.388,.538
A. Ramirez,5,1,1,0,0,0,1,.228,.286,.415
O. Lopez,4,2,3,4,2,0,0,.248,.315,.376
L. Hicks,3,0,0,0,0,0,0,.253,.346,.356
H. Hernandez,4,1,1,0,0,0,0,.260,.323,.412
J. Wiemer,0,0,0,0,0,0,0,.265,.278,.412
T. Johnston,2,0,2,0,0,1,0,.278,.325,.375
E. Wagaman,1,0,1,0,0,0,0,.240,.291,.374
M. Acosta,4,0,1,1,0,0,0,.206,.270,.500
V. Mesa Jr.,2,0,0,0,0,1,0,.176,.333,.176
J. Sanoja,0,0,0,0,0,1,0,.240,.286,.384
