player,ip,h,r,er,bb,k,hr,pc_st,era
D. Rasmussen,5.0,4,3,3,0,2,3,72-49,2.74
B. Baker,1.0,0,0,0,0,1,0,10-8,3.88
E. Uceta,0.2,1,1,1,3,0,0,27-11,3.84
K. Kelly,1.1,0,0,0,0,2,0,10-9,5.65
G. Jax,0.0,1,1,1,2,0,0,15-7,4.98
G. Cleavinger,1.0,0,0,0,0,0,0,10-7,1.75
