player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Grisham,4,1,0,0,0,1,1,.247,.352,.451
B. Rice,2,0,0,0,0,2,1,.239,.334,.469
G. Stanton,0,0,0,0,0,1,0,.299,.377,.576
A. Volpe,0,1,0,0,0,0,0,.215,.283,.413
A. Judge,3,1,1,0,0,2,0,.333,.447,.687
C. Bellinger,4,0,0,2,0,0,0,.264,.318,.481
J. Chisholm Jr.,3,2,0,1,0,2,1,.236,.333,.468
P. Goldschmidt,5,1,3,1,0,0,0,.280,.334,.429
J. Dominguez,5,1,2,1,0,0,0,.257,.331,.387
A. Wells,0,0,0,0,0,0,0,.206,.263,.405
R. McMahon,4,0,1,1,0,0,1,.250,.364,.359
J. Caballero,4,1,1,1,0,0,1,.333,.400,.389
