player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Frelick,4,1,1,0,0,1,0,.294,.351,.401
W. Contreras,3,2,0,0,0,2,0,.236,.351,.340
J. Chourio,4,1,1,0,0,0,0,.260,.293,.457
C. Yelich,4,1,1,2,1,0,2,.260,.334,.459
A. Vaughn,2,2,1,3,1,1,0,.500,.667,2.000
J. Bauers,1,0,0,0,0,0,0,.212,.329,.381
I. Collins,4,1,2,0,0,0,1,.268,.368,.408
B. Turang,3,1,1,2,0,1,0,.280,.352,.368
C. Durbin,3,0,0,0,0,0,0,.250,.335,.353
A. Seigler,1,0,0,0,0,0,1,.125,.125,.125
J. Ortiz,0,0,0,0,0,0,0,.209,.269,.306
A. Monasterio,4,0,1,1,0,0,1,.216,.310,.351
