player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Frelick,3,4,2,2,0,2,0,.296,.358,.416
I. Collins,4,1,1,1,0,0,1,.288,.384,.448
B. Lockridge,0,0,0,0,0,0,0,.238,.308,.238
W. Contreras,3,0,2,4,0,2,1,.262,.362,.396
C. Yelich,5,0,2,3,0,0,1,.266,.344,.456
A. Vaughn,5,0,1,0,0,0,1,.340,.404,.630
B. Turang,4,0,0,0,0,0,3,.275,.342,.407
A. Monasterio,1,0,0,0,0,0,1,.242,.299,.371
B. Perkins,3,2,1,0,0,1,0,.264,.338,.472
A. Seigler,3,1,1,0,0,1,2,.209,.286,.209
C. Durbin,1,1,0,0,0,0,0,.254,.338,.368
J. Ortiz,3,3,2,2,0,1,0,.231,.285,.332
