player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Holliday,4,1,1,1,1,0,1,.248,.316,.394
J. Jackson,4,0,1,0,0,0,1,.316,.345,.509
D. Johnson,0,1,0,0,0,0,0,.182,.250,.227
G. Henderson,3,1,0,0,0,0,1,.274,.348,.449
R. Mountcastle,3,0,0,0,0,1,2,.263,.303,.379
J. Mateo,0,1,0,0,0,0,0,.180,.231,.279
C. Cowser,3,0,0,1,0,1,1,.209,.273,.396
E. Rivera,4,0,1,2,0,0,0,.260,.308,.290
D. Beavers,2,0,0,0,0,1,2,.291,.426,.418
S. Basallo,0,0,0,0,0,1,0,.204,.283,.389
A. Jackson,2,0,0,0,0,0,1,.233,.291,.534
C. Mayo,3,0,0,0,0,0,1,.188,.266,.338
