player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
D. Schneider,3,0,0,0,0,1,2,.235,.364,.454
A. Barger,1,0,0,0,0,0,0,.267,.318,.505
E. Clement,4,1,2,1,1,0,2,.289,.323,.407
V. Guerrero Jr.,4,0,0,0,0,0,1,.294,.395,.478
B. Bichette,4,0,0,0,0,0,1,.298,.337,.471
A. Kirk,3,0,0,0,0,1,1,.298,.358,.401
T. France,3,0,1,0,0,1,2,.375,.444,.542
D. Varsho,2,0,0,0,0,2,2,.237,.280,.596
B. Kennedy,3,0,1,0,0,0,1,.200,.333,.400
J. Loperfido,1,0,0,0,0,0,0,.378,.425,.527
M. Straw,3,0,0,0,0,0,2,.254,.298,.333
N. Lukes,1,0,1,0,0,0,0,.263,.349,.427
