player,ip,h,r,er,bb,k,hr,pc_st,era
J. Springs,5.1,4,2,2,3,4,2,96-54,4.07
J. Sterner,1.0,1,1,1,0,0,1,16-10,4.45
S. Newcomb,1.2,1,0,0,1,2,0,24-13,3.43
M. Kelly,1.0,2,0,0,1,0,0,17-11,0.00
M. Miller,1.0,0,0,0,1,2,0,11-8,4.55
