player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Turner,5,1,4,0,0,0,0,.305,.357,.455
E. Sosa,1,0,0,0,0,0,0,.269,.305,.425
K. Schwarber,5,0,2,0,0,0,2,.243,.366,.568
B. Harper,5,0,1,1,0,0,1,.265,.356,.492
W. Wilson,0,0,0,0,0,0,0,.219,.305,.411
J.T. Realmuto,3,1,1,0,0,1,0,.266,.324,.400
R. Marchan,1,0,0,0,0,0,0,.184,.276,.253
B. Marsh,4,2,1,2,1,1,1,.272,.336,.418
H. Bader,4,2,1,1,1,1,3,.304,.375,.500
M. Kepler,5,2,2,2,1,0,0,.216,.302,.386
A. Bohm,5,0,2,0,0,0,1,.277,.323,.391
B. Stott,4,1,2,3,1,1,0,.251,.324,.378
