player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
I. Paredes,5,1,2,1,0,0,0,.256,.357,.463
J. Meyers,5,2,2,0,0,0,0,.304,.365,.400
J. Altuve,4,2,2,1,0,1,0,.262,.322,.417
C. Smith,5,0,3,3,0,0,2,.291,.359,.445
C. Walker,5,0,1,1,0,0,0,.226,.287,.364
V. Caratini,5,0,1,0,0,0,1,.245,.300,.397
C. Hummel,4,1,0,0,0,1,1,.216,.356,.378
S. Whitcomb,3,0,0,0,0,0,0,.063,.063,.250
T. Trammell,0,0,0,0,0,1,0,.000,.333,.000
Z. Short,0,0,0,0,0,0,0,.000,.000,.000
M. Dubon,3,0,1,0,0,0,0,.249,.289,.396
Y. Diaz,1,0,1,0,0,0,0,.244,.273,.385
K. Ort,0,0,0,0,0,0,0,.000,.000,.000
