player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Friedl,5,0,1,0,0,0,0,.270,.370,.389
S. Steer,3,1,1,1,1,2,1,.238,.305,.399
E. De La Cruz,4,1,1,0,0,1,1,.276,.350,.459
M. Andujar,5,0,2,0,0,0,0,.389,.463,.694
G. Lux,2,0,0,0,0,0,0,.280,.360,.379
A. Hays,1,0,0,0,0,0,1,.256,.316,.440
J. Fraley,1,0,0,0,0,0,1,.232,.332,.387
S. Espinal,0,0,0,1,0,0,0,.251,.303,.293
N. Marte,5,1,2,1,1,0,1,.292,.328,.510
M. McLain,5,1,0,0,0,0,4,.222,.300,.335
J. Trevino,4,0,0,0,0,0,2,.254,.289,.399
K. Hayes,4,1,2,2,1,0,2,.234,.280,.404
