player,ip,h,r,er,bb,k,hr,pc_st,era
B. Elder,7.0,4,1,0,0,6,0,101-64,5.54
T. Kinley,1.0,0,0,0,0,2,0,12-9,4.55
R. Iglesias,1.0,0,0,0,2,1,0,25-14,3.75
