player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Frelick,5,1,2,1,1,0,0,.298,.361,.416
C. Durbin,5,0,2,0,0,0,1,.256,.330,.394
W. Contreras,4,1,1,0,0,1,1,.260,.359,.408
B. Lockridge,0,0,0,0,0,0,0,.261,.308,.370
B. Turang,4,1,2,0,0,1,0,.286,.352,.432
A. Vaughn,4,0,0,0,0,0,1,.289,.362,.507
C. Yelich,1,0,0,0,0,0,0,.270,.350,.464
I. Collins,3,1,1,2,0,1,1,.271,.370,.420
D. Jansen,4,0,1,0,0,0,0,.206,.300,.265
B. Perkins,4,0,0,0,0,0,0,.221,.296,.365
A. Monasterio,3,0,1,1,0,0,0,.286,.337,.484
A. Seigler,1,0,0,0,0,0,1,.207,.309,.224
