player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Friedl,5,1,0,0,0,0,0,.267,.367,.385
S. Steer,3,0,1,0,0,1,1,.239,.306,.399
E. De La Cruz,4,0,1,0,0,1,0,.275,.350,.458
M. Andujar,3,0,0,0,0,0,1,.359,.432,.641
W. Benson,1,1,0,0,0,1,0,.223,.271,.413
A. Hays,5,1,2,1,0,0,2,.258,.318,.443
N. Marte,4,0,2,0,0,0,0,.296,.332,.510
J. Trevino,3,0,1,2,0,0,0,.255,.289,.398
K. Hayes,4,0,1,0,0,0,2,.235,.278,.392
S. Espinal,2,0,0,0,0,0,0,.249,.301,.291
G. Lux,1,0,0,0,0,0,1,.280,.359,.378
M. McLain,0,0,0,0,0,1,0,.222,.302,.335
