player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
G. Perdomo,5,1,2,2,0,0,3,.291,.393,.450
K. Marte,4,1,1,1,0,0,1,.290,.387,.529
C. Carroll,5,0,2,1,0,0,2,.258,.333,.554
L. Gurriel Jr.,5,0,0,0,0,0,2,.247,.295,.422
P. Smith,3,1,2,0,0,0,0,.253,.359,.432
J. McCann,2,1,1,0,0,0,0,.244,.330,.402
G. Moreno,4,2,2,3,1,1,1,.279,.332,.447
J. McCarthy,3,1,1,0,0,0,1,.207,.261,.338
I. Vargas,1,0,1,1,0,0,0,.250,.268,.425
A. Saalfrank,0,0,0,0,0,0,0,.000,.000,.000
T. Locklear,1,0,0,0,0,0,1,.188,.273,.275
J. Morillo,0,0,0,0,0,0,0,.000,.000,.000
K. Backhus,0,0,0,0,0,0,0,.000,.000,.000
B. Alexander,3,0,0,0,0,1,2,.222,.314,.393
A. Thomas,4,1,2,0,0,0,2,.250,.291,.378
