player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
N. Hoerner,4,1,2,0,0,0,0,.290,.339,.380
K. Tucker,3,1,2,3,1,0,0,.270,.381,.472
W. Castro,1,0,0,0,0,0,0,.150,.164,.233
S. Suzuki,3,1,0,0,0,1,0,.245,.323,.473
C. Kelly,4,0,0,0,0,0,2,.256,.346,.437
J. Turner,2,0,1,0,0,0,1,.215,.284,.315
M. Busch,2,0,0,0,0,0,0,.262,.341,.497
I. Happ,4,0,1,1,0,0,1,.238,.336,.409
D. Swanson,2,0,0,0,0,1,2,.249,.299,.423
M. Shaw,2,0,0,0,0,1,1,.230,.296,.402
K. Alcantara,3,1,1,0,0,0,2,.333,.333,.333
P. Crow-Armstrong,0,0,0,0,0,0,0,.250,.290,.493
