player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
N. Kurtz,3,0,1,1,0,1,1,.309,.403,.632
J. Wilson,3,0,0,0,0,1,0,.315,.357,.452
M. Schuemann,0,0,0,0,0,0,0,.200,.303,.288
B. Rooker,4,0,0,0,0,0,0,.268,.339,.492
T. Soderstrom,4,0,1,0,0,0,0,.271,.343,.468
S. Langeliers,4,0,1,0,0,0,1,.261,.307,.537
L. Butler,3,0,0,0,0,0,1,.230,.304,.405
C. Thomas,1,0,0,0,0,0,0,.231,.271,.436
Z. Gelof,3,0,1,0,0,0,0,.182,.207,.345
J. Bleday,3,1,1,0,0,0,0,.211,.301,.400
D. Hernaiz,2,0,0,0,0,0,0,.248,.314,.362
C. Cortes,1,0,0,0,0,0,0,.300,.317,.417
B. Harris,0,0,0,0,0,0,0,.231,.311,.282
