player,ip,h,r,er,bb,k,hr,pc_st,era
Y. Yamamoto,7.0,4,3,3,2,6,1,103-64,2.90
E. Henriquez,1.0,0,0,0,0,0,0,13-11,0.00
J. Wrobleski,0.1,2,1,1,0,0,0,6-5,4.24
