player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Grisham,4,1,0,0,0,1,2,.246,.353,.477
B. Rice,4,0,0,0,0,0,2,.245,.338,.487
P. Goldschmidt,1,0,0,0,0,0,0,.281,.332,.425
A. Judge,4,2,1,1,1,1,0,.321,.441,.666
C. Bellinger,5,0,1,1,0,0,2,.280,.334,.505
J. Chisholm Jr.,4,1,1,1,0,1,1,.240,.339,.491
A. Wells,5,1,1,1,1,0,1,.210,.267,.429
A. Volpe,4,0,1,1,0,0,2,.210,.273,.405
R. McMahon,4,0,1,0,0,1,1,.214,.322,.337
J. Dominguez,2,0,0,0,0,0,0,.255,.328,.390
G. Stanton,1,0,0,0,0,0,0,.298,.372,.632
J. Caballero,0,0,0,0,0,1,0,.265,.381,.471
