player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
W. Langford,4,1,0,0,0,1,1,.242,.333,.421
C. Seager,5,1,3,0,0,0,1,.269,.370,.479
M. Semien,1,0,0,0,0,0,1,.230,.305,.364
E. Duran,4,1,2,0,0,0,0,.223,.280,.289
J. Pederson,3,0,1,1,0,0,2,.153,.277,.284
K. Higashioka,2,0,0,0,0,0,2,.253,.301,.415
E. Carter,2,1,1,0,0,0,0,.247,.336,.392
A. Osuna,0,0,0,0,0,0,0,.154,.284,.205
R. Tellez,3,0,0,1,0,0,2,.273,.328,.436
J. Jung,1,0,0,0,0,0,1,.238,.286,.371
J. Smith,4,0,1,2,0,0,0,.259,.335,.386
C. Freeman,4,0,1,0,0,0,1,.120,.120,.200
J. Heim,4,0,1,0,0,0,1,.224,.272,.344
