player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
M. Tauchman,4,1,0,1,0,2,1,.286,.376,.442
L. Sosa,4,2,2,2,2,1,1,.272,.295,.427
A. Benintendi,4,0,0,0,0,1,1,.218,.280,.406
M. Vargas,3,0,1,1,0,1,0,.219,.299,.383
K. Teel,3,1,0,0,0,1,1,.234,.383,.297
L. Robert Jr.,4,0,1,0,0,1,1,.188,.275,.322
C. Montgomery,3,1,1,0,0,2,0,.318,.464,.409
J. Rojas,3,0,0,1,0,0,2,.179,.249,.244
C. Meidroth,0,0,0,0,0,0,0,.248,.339,.296
W. Robertson,2,0,0,0,0,0,2,.000,.000,.000
A. Slater,1,0,0,0,0,0,0,.224,.290,.398
E. Quero,0,0,0,0,0,1,0,.269,.350,.335
M. Taylor,0,0,0,0,0,1,0,.221,.297,.395
