player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
Z. Neto,4,0,1,0,0,0,1,.271,.324,.458
N. Schanuel,3,0,0,0,0,1,0,.277,.365,.401
T. Ward,4,0,0,0,0,0,2,.228,.304,.477
J. Adell,3,0,0,0,0,0,2,.229,.299,.456
Y. Moncada,2,0,0,0,0,0,1,.214,.315,.434
O. Peraza,1,0,0,0,0,0,0,.000,.000,.000
L. O'Hoppe,3,0,0,0,0,0,1,.239,.279,.434
L. Rengifo,2,0,0,0,0,1,1,.241,.288,.323
G. Campero,3,0,0,0,0,0,1,.163,.281,.306
B. Teodosio,2,0,0,0,0,0,0,.000,.000,.000
T. d'Arnaud,1,0,0,0,0,0,0,.220,.286,.390
S. Kingery,0,0,0,0,0,0,0,.160,.222,.200
