player,ip,h,r,er,bb,k,hr,pc_st,era
J. Cannon,5.0,3,2,2,3,5,1,87-51,4.44
J. Leasure,0.2,2,1,1,1,0,0,16-9,4.36
T. Gilbert,0.1,0,0,0,0,0,0,8-6,3.20
G. Taylor,1.0,3,1,1,0,2,0,24-16,4.40
B. Eisert,1.0,0,0,0,0,1,0,19-13,4.81
M. Vasil,3.0,0,0,0,3,2,0,50-29,2.47
