player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Buxton,3,0,2,0,0,0,0,.274,.334,.563
J. Outman,1,0,0,0,0,0,1,.167,.231,.300
A. Martin,3,1,2,0,0,0,0,.302,.396,.396
T. Larnach,3,0,0,0,0,0,2,.254,.325,.406
R. Fitzgerald,1,1,1,2,1,0,0,.231,.259,.462
L. Keaschall,4,0,0,0,0,0,0,.319,.399,.472
M. Wallner,2,0,0,0,0,1,1,.204,.315,.469
C. McCusker,1,0,0,0,0,0,1,.200,.200,.200
R. Lewis,4,0,0,0,0,0,1,.234,.289,.401
B. Lee,4,0,0,0,0,0,0,.239,.288,.372
E. Julien,3,0,0,0,0,0,2,.188,.284,.299
J. Pereda,3,0,1,0,0,0,1,.333,.400,.444
