player,ip,h,r,er,bb,k,hr,pc_st,era
J. Irvin,6.0,6,4,4,4,3,2,98-59,4.78
A. Chafin,1.0,0,0,0,0,0,0,8-7,3.14
M. Thompson,1.0,1,0,0,0,1,0,16-12,0.00
