player_name,opening_odds,previous_odds,current_odds,opening_timestamp,previous_timestamp,current_timestamp,total_runs,session_high,session_low,movement_from_previous,movement_from_opening,previous_delta,opening_delta,previous_delta_display,opening_delta_display,trend_direction,favorable_vs_previous,favorable_vs_opening
Aaron Judge,+165,+165,+165,2025-06-10T07:13:43.951980,2025-06-10T07:13:43.951980,2025-06-10T07:13:43.951980,1,+165,+165,NEW,NEW,0,0,NEW,NEW,none,neutral,neutral
