timestamp,player_name,current_odds,previous_odds,opening_odds,movement_from_previous,previous_delta,total_runs,trend_direction
2025-08-19T14:03:31.513966,Shohei Ohtani,−650,−650,−650,NEW,0,1,none
2025-08-19T14:03:31.513966,Mookie Betts,−575,−575,−575,NEW,0,1,none
2025-08-19T14:03:31.513966,Freddie Freeman,−550,−550,−550,NEW,0,1,none
2025-08-19T14:03:31.513966,Teoscar Hernandez,−475,−475,−475,NEW,0,1,none
2025-08-19T14:03:31.513966,Will Smith (LAD),−425,−425,−425,NEW,0,1,none
2025-08-19T14:03:31.513966,Andy Pages,−425,−425,−425,NEW,0,1,none
2025-08-19T14:03:31.513966,Xavier Edwards,−400,−400,−400,NEW,0,1,none
2025-08-19T14:03:31.513966,Bo Bichette,−380,−380,−380,NEW,0,1,none
2025-08-19T14:03:31.513966,Luis Arraez,−360,−360,−360,NEW,0,1,none
2025-08-19T14:03:31.513966,Julio Rodriguez,−360,−360,−360,NEW,0,1,none
2025-08-19T14:03:31.513966,Steven Kwan,−360,−360,−360,NEW,0,1,none
2025-08-19T14:03:31.513966,Corey Seager,−350,−350,−350,NEW,0,1,none
2025-08-19T14:03:31.513966,Gunnar Henderson,−350,−350,−350,NEW,0,1,none
2025-08-19T14:03:31.513966,Tyler Freeman,−340,−340,−340,NEW,0,1,none
2025-08-19T14:03:31.513966,Ronald Acuna Jr.,−340,−340,−340,NEW,0,1,none
2025-08-19T14:03:31.513966,Bobby Witt Jr.,−330,−330,−330,NEW,0,1,none
2025-08-19T14:03:31.513966,Otto Lopez,−330,−330,−330,NEW,0,1,none
2025-08-19T14:03:31.513966,Miguel Andujar,−330,−330,−330,NEW,0,1,none
2025-08-19T14:03:31.513966,Francisco Lindor,−320,−320,−320,NEW,0,1,none
2025-08-19T14:03:31.513966,Jeff McNeil,−320,−320,−320,NEW,0,1,none
2025-08-19T14:03:31.513966,Jarren Duran,−320,−320,−320,NEW,0,1,none
2025-08-19T14:03:31.513966,Jose Ramirez,−320,−320,−320,NEW,0,1,none
2025-08-19T14:03:31.513966,Alex Call,−320,−320,−320,NEW,0,1,none
2025-08-19T14:03:31.513966,Trea Turner,−310,−310,−310,NEW,0,1,none
2025-08-19T14:03:31.513966,George Springer,−310,−310,−310,NEW,0,1,none
2025-08-19T14:03:31.513966,Fernando Tatis Jr.,−310,−310,−310,NEW,0,1,none
2025-08-19T14:03:31.513966,Ryan Mountcastle,−310,−310,−310,NEW,0,1,none
2025-08-19T14:03:31.513966,Alex Bregman,−310,−310,−310,NEW,0,1,none
2025-08-19T14:03:31.513966,Agustin Ramirez,−310,−310,−310,NEW,0,1,none
2025-08-19T14:03:31.513966,Angel Martinez,−300,−300,−300,NEW,0,1,none
2025-08-19T14:03:31.513966,Brandon Nimmo,−300,−300,−300,NEW,0,1,none
2025-08-19T14:03:31.513966,Michael Harris,−295,−295,−295,NEW,0,1,none
2025-08-19T14:03:31.513966,Ketel Marte,−290,−290,−290,NEW,0,1,none
2025-08-19T14:03:31.513966,Alejandro Kirk,−290,−290,−290,NEW,0,1,none
2025-08-19T14:03:31.513966,Vinnie Pasquantino,−290,−290,−290,NEW,0,1,none
2025-08-19T14:03:31.513966,Juan Soto,−280,−280,−280,NEW,0,1,none
2025-08-19T14:03:31.513966,Pete Alonso,−280,−280,−280,NEW,0,1,none
2025-08-19T14:03:31.513966,Yandy Diaz,−280,−280,−280,NEW,0,1,none
2025-08-19T14:03:31.513966,Masataka Yoshida,−280,−280,−280,NEW,0,1,none
2025-08-19T14:03:31.513966,Nick Kurtz,−285,−285,−285,NEW,0,1,none
2025-08-19T14:03:31.513966,Trevor Story,−275,−275,−275,NEW,0,1,none
2025-08-19T14:03:31.513966,Manny Machado,−275,−275,−275,NEW,0,1,none
2025-08-19T14:03:31.513966,Maikel Garcia,−275,−275,−275,NEW,0,1,none
2025-08-19T14:03:31.513966,Drake Baldwin,−275,−275,−275,NEW,0,1,none
2025-08-19T14:03:31.513966,Ceddanne Rafaela,−275,−275,−275,NEW,0,1,none
2025-08-19T14:03:31.513966,Bryce Harper,−265,−265,−265,NEW,0,1,none
2025-08-19T14:03:31.513966,Roman Anthony,−270,−270,−270,NEW,0,1,none
2025-08-19T14:03:31.513966,Miguel Rojas,−270,−270,−270,NEW,0,1,none
2025-08-19T14:03:31.513966,Lourdes Gurriel Jr.,−270,−270,−270,NEW,0,1,none
2025-08-19T14:03:31.513966,Lenyn Sosa,−270,−270,−270,NEW,0,1,none
2025-08-19T14:03:31.513966,Noelvi Marte,−265,−265,−265,NEW,0,1,none
2025-08-19T14:03:31.513966,Marcus Semien,−260,−260,−260,NEW,0,1,none
2025-08-19T14:03:31.513966,Ezequiel Tovar,−260,−260,−260,NEW,0,1,none
2025-08-19T14:03:31.513966,Jeremy Pena,−255,−255,−255,NEW,0,1,none
2025-08-19T14:03:31.513966,Alex Freeland,−255,−255,−255,NEW,0,1,none
2025-08-19T14:03:31.513966,Ernie Clement,−255,−255,−255,NEW,0,1,none
2025-08-19T14:03:31.513966,Austin Hays,−255,−255,−255,NEW,0,1,none
2025-08-19T14:03:31.513966,Jackson Holliday,−255,−255,−255,NEW,0,1,none
2025-08-19T14:03:31.513966,Zach Neto,−245,−245,−245,NEW,0,1,none
2025-08-19T14:03:31.513966,Elly De La Cruz,−250,−250,−250,NEW,0,1,none
2025-08-19T14:03:31.513966,Aaron Judge,−245,−245,−245,NEW,0,1,none
2025-08-19T14:03:31.513966,TJ Friedl,−245,−245,−245,NEW,0,1,none
2025-08-19T14:03:31.513966,Alec Burleson,−245,−245,−245,NEW,0,1,none
2025-08-19T14:03:31.513966,Hunter Goodman,−245,−245,−245,NEW,0,1,none
2025-08-19T14:03:31.513966,Jakob Marsee,−250,−250,−250,NEW,0,1,none
2025-08-19T14:03:31.513966,Adley Rutschman,−245,−245,−245,NEW,0,1,none
2025-08-19T14:03:31.513966,Byron Buxton,−245,−245,−245,NEW,0,1,none
2025-08-19T14:03:31.513966,Alec Bohm,−250,−250,−250,NEW,0,1,none
2025-08-19T14:03:31.513966,Cody Bellinger,−250,−250,−250,NEW,0,1,none
2025-08-19T14:03:31.513966,Wyatt Langford,−240,−240,−240,NEW,0,1,none
2025-08-19T14:03:31.513966,Shea Langeliers,−240,−240,−240,NEW,0,1,none
2025-08-19T14:03:31.513966,Spencer Horwitz,−240,−240,−240,NEW,0,1,none
2025-08-19T14:03:31.513966,Xander Bogaerts,−240,−240,−240,NEW,0,1,none
2025-08-19T14:03:31.513966,Salvador Perez,−240,−240,−240,NEW,0,1,none
2025-08-19T14:03:31.513966,Addison Barger,−240,−240,−240,NEW,0,1,none
2025-08-19T14:03:31.513966,Luke Keaschall,−235,−235,−235,NEW,0,1,none
2025-08-19T14:03:31.513966,J.T. Realmuto,−235,−235,−235,NEW,0,1,none
2025-08-19T14:03:31.513966,Nathan Lukes,−235,−235,−235,NEW,0,1,none
2025-08-19T14:03:31.513966,Gavin Lux,−235,−235,−235,NEW,0,1,none
2025-08-19T14:03:31.513966,Corbin Carroll,−235,−235,−235,NEW,0,1,none
