"id","name","api_pitch_type_group03","bbe","gb_rate","air_rate","fb_rate","ld_rate","pu_rate","pull_rate","straight_rate","oppo_rate","pull_gb_rate","straight_gb_rate","oppo_gb_rate","pull_air_rate","straight_air_rate","oppo_air_rate"
643217,"Benintendi, Andrew","CU",39,0.38461538461538464,0.6153846153846154,0.20512820512820512,0.358974358974359,0.05128205128205128,0.4358974358974359,0.23076923076923078,0.3333333333333333,0.3076923076923077,0.07692307692307693,0,0.1282051282051282,0.15384615384615385,0.3333333333333333
642133,"Tellez, Rowdy","CU",24,0.2916666666666667,0.7083333333333334,0.375,0.25,0.08333333333333333,0.5833333333333334,0.25,0.16666666666666666,0.25,0.041666666666666664,0,0.33333333333333337,0.20833333333333334,0.16666666666666666
647304,"Naylor, Josh","FF",86,0.2441860465116279,0.7558139534883721,0.313953488372093,0.3488372093023256,0.09302325581395349,0.27906976744186046,0.37209302325581395,0.3488372093023256,0.11627906976744186,0.09302325581395349,0.03488372093023256,0.16279069767441862,0.27906976744186046,0.313953488372093
672275,"Bailey, Patrick","CH",25,0.52,0.48000000000000004,0.2,0.28,0,0.48,0.24,0.28,0.28,0.08,0.16,0.19999999999999996,0.15999999999999998,0.12000000000000002
665742,"Soto, Juan","CU",32,0.53125,0.46875,0.25,0.1875,0.03125,0.3125,0.5625,0.125,0.25,0.28125,0,0.0625,0.28125,0.125
660821,"Sánchez, Jesús","CH",53,0.5849056603773585,0.41509433962264153,0.18867924528301888,0.1320754716981132,0.09433962264150944,0.39622641509433965,0.24528301886792453,0.3584905660377358,0.3018867924528302,0.18867924528301888,0.09433962264150944,0.09433962264150947,0.05660377358490565,0.26415094339622636
645277,"Albies, Ozzie","SL",43,0.3488372093023256,0.6511627906976745,0.3488372093023256,0.27906976744186046,0.023255813953488372,0.6046511627906976,0.20930232558139536,0.18604651162790697,0.2558139534883721,0.06976744186046512,0.023255813953488372,0.34883720930232553,0.13953488372093026,0.16279069767441862
682998,"Carroll, Corbin","FS",19,0.5263157894736842,0.47368421052631576,0.05263157894736842,0.42105263157894735,0,0.2631578947368421,0.47368421052631576,0.2631578947368421,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.10526315789473684,0.2631578947368421,0.10526315789473684
518692,"Freeman, Freddie","CH",53,0.33962264150943394,0.6603773584905661,0.2641509433962264,0.39622641509433965,0,0.3584905660377358,0.41509433962264153,0.22641509433962265,0.18867924528301888,0.09433962264150944,0.05660377358490566,0.16981132075471694,0.3207547169811321,0.169811320754717
518735,"Grandal, Yasmani","CU",18,0.3333333333333333,0.6666666666666667,0.2777777777777778,0.3333333333333333,0.05555555555555555,0.6111111111111112,0.2777777777777778,0.1111111111111111,0.2777777777777778,0.05555555555555555,0,0.33333333333333337,0.22222222222222224,0.1111111111111111
